Time,Flow,Temp,Salt,OXY_oxy,NIT_amm,NIT_no2,NIT_nit,PHS_frp,OGM_pon,OGM_don,OGM_pop,OGM_dop,PHY_cyano,PHY_diatom,PHY_green
2023-11-28 18:00,0.000901,28.515,0.002793348,261.6666667,0.397131429,0.036714857,0.697582286,6.587019696,4.576,6.864,3.29E-01,1.54E-01,100,100,100
2023-11-28 19:00,0.000901,27.93111111,0.002701656,204.1666667,0.397131429,0.036714857,0.697582286,6.587019696,4.576,6.864,3.29E-01,1.54E-01,100,100,100
2023-11-28 20:00,0.000901,27.33222222,0.002732562,159.2708333,0.397131429,0.036714857,0.697582286,6.587019696,4.576,6.864,3.29E-01,1.54E-01,100,100,100
2023-11-28 21:00,0.000901,26.86777778,0.002757021,137.9166667,0.397131429,0.036714857,0.697582286,6.587019696,4.576,6.864,3.29E-01,1.54E-01,100,100,100
2023-11-28 22:00,0.000901,26.22,0.002791923,158.9583333,0.397131429,0.036714857,0.697582286,6.587019696,4.576,6.864,3.29E-01,1.54E-01,100,100,100
2023-11-28 23:00,0.0541,25.59777778,0.002912211,164.4791667,1.73745,0.1606275,3.0519225,70.90732967,20.02,30.03,3.55E+00,1.65E+00,100,100,100
2023-11-29 00:00,0.00282,25.16,0.003110059,165.1041667,4.58055,0.4234725,8.0459775,115.8540523,52.78,79.17,5.79E+00,2.70E+00,100,100,100
2023-11-29 01:00,0.00658,24.85777778,0.003128908,153.9583333,5.009271429,0.463107857,8.799049286,127.4782047,57.72,86.58,6.37E+00,2.97E+00,100,100,100
2023-11-29 02:00,0.00651,24.57111111,0.003147003,148.75,5.009271429,0.463107857,8.799049286,127.4782047,57.72,86.58,6.37E+00,2.97E+00,100,100,100
2023-11-29 03:00,0.00208,24.28,0.002901788,144.8958333,4.309778571,0.398439643,7.570353214,108.8795609,49.66,74.49,5.44E+00,2.54E+00,100,100,100
2023-11-29 04:00,0.000758,24.11333333,0.002911635,143.125,2.459507143,0.227381786,4.320253929,60.83306426,28.34,42.51,3.04E+00,1.42E+00,100,100,100
2023-11-29 05:00,0.000493,23.95444444,0.002921085,142.0833333,0.918366429,0.084903107,1.613159036,20.18727801,10.582,15.873,1.01E+00,4.71E-01,100,100,100
2023-11-29 06:00,0.000449,23.82111111,0.002929062,140,0.482875714,0.044641929,0.848196643,8.795608654,5.564,8.346,4.40E-01,2.05E-01,100,100,100
2023-11-29 07:00,0.000442,23.87333333,0.002925934,154.7916667,0.41067,0.0379665,0.7213635,6.896997094,4.732,7.098,3.45E-01,1.61E-01,100,100,100
2023-11-29 08:00,0.000442,24.18111111,0.002907637,219.375,0.399387857,0.036923464,0.701545821,6.625766871,4.602,6.903,3.31E-01,1.55E-01,100,100,100
2023-11-29 09:00,0.000441,24.80555556,0.002871217,283.6458333,0.397131429,0.036714857,0.697582286,6.587019696,4.576,6.864,3.29E-01,1.54E-01,100,100,100
2023-11-29 10:00,0.000441,25.58444444,0.002741413,314.6875,0.397131429,0.036714857,0.697582286,6.587019696,4.576,6.864,3.29E-01,1.54E-01,100,100,100
2023-11-29 11:00,0.000441,26.81777778,0.002759814,331.1458333,0.397131429,0.036714857,0.697582286,6.587019696,4.576,6.864,3.29E-01,1.54E-01,100,100,100
2023-11-29 12:00,0.000441,28.42888889,0.002676695,359.4791667,0.397131429,0.036714857,0.697582286,6.587019696,4.576,6.864,3.29E-01,1.54E-01,100,100,100
2023-11-29 13:00,0.000441,30.08777778,0.002675333,348.75,0.397131429,0.036714857,0.697582286,6.587019696,4.576,6.864,3.29E-01,1.54E-01,100,100,100
2023-11-29 14:00,0.000441,30.93888889,0.002556366,368.75,0.397131429,0.036714857,0.697582286,6.587019696,4.576,6.864,3.29E-01,1.54E-01,100,100,100
2023-11-29 15:00,0.000441,31.05,0.002551297,365.8333333,0.397131429,0.036714857,0.697582286,6.587019696,4.576,6.864,3.29E-01,1.54E-01,100,100,100
2023-11-29 16:00,0.000441,30.86555556,0.002559726,347.2916667,0.397131429,0.036714857,0.697582286,6.587019696,4.576,6.864,3.29E-01,1.54E-01,100,100,100
2023-11-29 17:00,0.000441,30.33777778,0.002584159,326.9791667,0.397131429,0.036714857,0.697582286,6.587019696,4.576,6.864,3.29E-01,1.54E-01,100,100,100
2023-11-29 18:00,0.000441,29.67222222,0.00277446,279.8958333,0.397131429,0.036714857,0.697582286,6.587019696,4.576,6.864,3.29E-01,1.54E-01,100,100,100
2023-11-29 19:00,0.000441,28.98777778,0.002889573,207.5,0.397131429,0.036714857,0.697582286,6.587019696,4.576,6.864,3.29E-01,1.54E-01,100,100,100
2023-11-29 20:00,0.000441,28.44111111,0.002919113,150.2083333,0.397131429,0.036714857,0.697582286,6.587019696,4.576,6.864,3.29E-01,1.54E-01,100,100,100
2023-11-29 21:00,0.000441,27.97,0.002945079,121.5625,0.397131429,0.036714857,0.697582286,6.587019696,4.576,6.864,3.29E-01,1.54E-01,100,100,100
2023-11-29 22:00,0.000441,27.55111111,0.002968547,110.9375,0.397131429,0.036714857,0.697582286,6.587019696,4.576,6.864,3.29E-01,1.54E-01,100,100,100
2023-11-29 23:00,0.000441,27.21888889,0.002987432,108.5416667,0.397131429,0.036714857,0.697582286,6.587019696,4.576,6.864,3.29E-01,1.54E-01,100,100,100
2023-11-30 00:00,0.000216,26.88222222,0.003006824,105.2083333,0.397131429,0.036714857,0.697582286,6.587019696,4.576,6.864,3.29E-01,1.54E-01,100,100,100
2023-11-30 01:00,0.000216,26.56444444,0.003025345,110.3125,0.397131429,0.036714857,0.697582286,6.587019696,4.576,6.864,3.29E-01,1.54E-01,100,100,100
2023-11-30 02:00,0.000216,26.32444444,0.002870538,113.8541667,0.397131429,0.036714857,0.697582286,6.587019696,4.576,6.864,3.29E-01,1.54E-01,100,100,100
2023-11-30 03:00,0.000216,26.09444444,0.002798745,118.2291667,0.397131429,0.036714857,0.697582286,6.587019696,4.576,6.864,3.29E-01,1.54E-01,100,100,100
2023-11-30 04:00,0.000216,25.89111111,0.002809925,120.3125,0.397131429,0.036714857,0.697582286,6.587019696,4.576,6.864,3.29E-01,1.54E-01,100,100,100
2023-11-30 05:00,0.000216,25.74777778,0.002817858,120.1041667,0.397131429,0.036714857,0.697582286,6.587019696,4.576,6.864,3.29E-01,1.54E-01,100,100,100
2023-11-30 06:00,0.000216,25.63888889,0.002823918,126.3541667,0.397131429,0.036714857,0.697582286,6.587019696,4.576,6.864,3.29E-01,1.54E-01,100,100,100
2023-11-30 07:00,0.000216,25.67555556,0.002821875,150.1041667,0.397131429,0.036714857,0.697582286,6.587019696,4.576,6.864,3.29E-01,1.54E-01,100,100,100
2023-11-30 08:00,0.000216,25.90666667,0.002809074,243.2291667,0.397131429,0.036714857,0.697582286,6.587019696,4.576,6.864,3.29E-01,1.54E-01,100,100,100
2023-11-30 09:00,0.000216,26.40222222,0.002782009,325,0.397131429,0.036714857,0.697582286,6.587019696,4.576,6.864,3.29E-01,1.54E-01,100,100,100
2023-11-30 10:00,0.000216,27.06111111,0.00274682,357.6041667,0.397131429,0.036714857,0.697582286,6.587019696,4.576,6.864,3.29E-01,1.54E-01,100,100,100
2023-11-30 11:00,0.000216,28.04555556,0.002695897,383.4375,0.397131429,0.036714857,0.697582286,6.587019696,4.576,6.864,3.29E-01,1.54E-01,100,100,100
2023-11-30 12:00,0.000216,29.47444444,0.002625267,394.2708333,0.397131429,0.036714857,0.697582286,6.587019696,4.576,6.864,3.29E-01,1.54E-01,100,100,100
2023-11-30 13:00,0.000216,31.04222222,0.002551752,412.0833333,0.397131429,0.036714857,0.697582286,6.587019696,4.576,6.864,3.29E-01,1.54E-01,100,100,100
