Time,Flow,Temp,Salt,OXY_oxy,NIT_amm,NIT_no2,NIT_nit,PHS_frp,OGM_pon,OGM_don,OGM_pop,OGM_dop,PHY_cyano,PHY_diatom,PHY_green
2023-11-28 18:00,0.000188,31.75,0.003436175,261.6666667,1.021001143,0.1852928,3.5205632,6.59E-02,3.137828571,4.706742857,3.29E-01,1.54E-01,100,100,100
2023-11-28 19:00,0.000188,30.49777778,0.003748078,204.1666667,1.021001143,0.1852928,3.5205632,6.59E-02,3.137828571,4.706742857,3.29E-01,1.54E-01,100,100,100
2023-11-28 20:00,0.000188,29.32333333,0.004068326,159.2708333,1.021001143,0.1852928,3.5205632,6.59E-02,3.137828571,4.706742857,3.29E-01,1.54E-01,100,100,100
2023-11-28 21:00,0.000188,28.53111111,0.00437136,137.9166667,1.021001143,0.1852928,3.5205632,6.59E-02,3.137828571,4.706742857,3.29E-01,1.54E-01,100,100,100
2023-11-28 22:00,0.000188,27.41777778,0.004133125,158.9583333,1.021001143,0.1852928,3.5205632,6.59E-02,3.137828571,4.706742857,3.29E-01,1.54E-01,100,100,100
2023-11-28 23:00,0.0323,26.79111111,0.003513012,164.4791667,13.69069714,2.484608,47.207552,1.36E+00,42.07542857,63.11314286,6.78E+00,3.16E+00,100,100,100
2023-11-29 00:00,0.0000923,26.23555556,0.002791049,165.1041667,1.021001143,0.1852928,3.5205632,6.59E-02,3.137828571,4.706742857,3.29E-01,1.54E-01,100,100,100
2023-11-29 01:00,0.0000923,25.96,0.002891242,153.9583333,1.021001143,0.1852928,3.5205632,6.59E-02,3.137828571,4.706742857,3.29E-01,1.54E-01,100,100,100
2023-11-29 02:00,0.0000923,25.79333333,0.003241787,148.75,1.021001143,0.1852928,3.5205632,6.59E-02,3.137828571,4.706742857,3.29E-01,1.54E-01,100,100,100
2023-11-29 03:00,0.0000923,25.55777778,0.003342716,144.8958333,1.021001143,0.1852928,3.5205632,6.59E-02,3.137828571,4.706742857,3.29E-01,1.54E-01,100,100,100
2023-11-29 04:00,0.0000923,25.31444444,0.003617258,143.125,1.021001143,0.1852928,3.5205632,6.59E-02,3.137828571,4.706742857,3.29E-01,1.54E-01,100,100,100
2023-11-29 05:00,0.0000923,25.07333333,0.003548003,142.0833333,1.021001143,0.1852928,3.5205632,6.59E-02,3.137828571,4.706742857,3.29E-01,1.54E-01,100,100,100
2023-11-29 06:00,0.0000923,24.86444444,0.003476164,140,1.021001143,0.1852928,3.5205632,6.59E-02,3.137828571,4.706742857,3.29E-01,1.54E-01,100,100,100
2023-11-29 07:00,0.0000923,24.94888889,0.003817065,154.7916667,1.021001143,0.1852928,3.5205632,6.59E-02,3.137828571,4.706742857,3.29E-01,1.54E-01,100,100,100
2023-11-29 08:00,0.0000923,26.07444444,0.004072879,219.375,1.021001143,0.1852928,3.5205632,6.59E-02,3.137828571,4.706742857,3.29E-01,1.54E-01,100,100,100
2023-11-29 09:00,0.0000923,28.41444444,0.003894833,283.6458333,1.021001143,0.1852928,3.5205632,6.59E-02,3.137828571,4.706742857,3.29E-01,1.54E-01,100,100,100
2023-11-29 10:00,0.0000923,30.87888889,0.003646792,314.6875,1.021001143,0.1852928,3.5205632,6.59E-02,3.137828571,4.706742857,3.29E-01,1.54E-01,100,100,100
2023-11-29 11:00,0.0000923,33.66555556,0.003324514,331.1458333,1.021001143,0.1852928,3.5205632,6.59E-02,3.137828571,4.706742857,3.29E-01,1.54E-01,100,100,100
2023-11-29 12:00,0.0000923,36.41222222,0.003035508,359.4791667,1.021001143,0.1852928,3.5205632,6.59E-02,3.137828571,4.706742857,3.29E-01,1.54E-01,100,100,100
2023-11-29 13:00,0.0000923,38.48222222,0.002934887,348.75,1.021001143,0.1852928,3.5205632,6.59E-02,3.137828571,4.706742857,3.29E-01,1.54E-01,100,100,100
2023-11-29 14:00,0.0000923,39.19333333,0.002902666,368.75,1.021001143,0.1852928,3.5205632,6.59E-02,3.137828571,4.706742857,3.29E-01,1.54E-01,100,100,100
2023-11-29 15:00,0.0000923,38.44777778,0.002868636,365.8333333,1.021001143,0.1852928,3.5205632,6.59E-02,3.137828571,4.706742857,3.29E-01,1.54E-01,100,100,100
2023-11-29 16:00,0.0000923,37.30777778,0.002921096,347.2916667,1.021001143,0.1852928,3.5205632,6.59E-02,3.137828571,4.706742857,3.29E-01,1.54E-01,100,100,100
2023-11-29 17:00,0.0000923,35.99333333,0.003126743,326.9791667,1.021001143,0.1852928,3.5205632,6.59E-02,3.137828571,4.706742857,3.29E-01,1.54E-01,100,100,100
2023-11-29 18:00,0.0000923,33.97777778,0.00330665,279.8958333,1.021001143,0.1852928,3.5205632,6.59E-02,3.137828571,4.706742857,3.29E-01,1.54E-01,100,100,100
2023-11-29 19:00,0.0000923,32.05222222,0.003570786,207.5,1.021001143,0.1852928,3.5205632,6.59E-02,3.137828571,4.706742857,3.29E-01,1.54E-01,100,100,100
2023-11-29 20:00,0.0000923,30.82222222,0.003881893,150.2083333,1.021001143,0.1852928,3.5205632,6.59E-02,3.137828571,4.706742857,3.29E-01,1.54E-01,100,100,100
2023-11-29 21:00,0.0000923,29.99444444,0.004018637,121.5625,0.640137143,0.136450286,2.592555429,6.59E-02,3.680914286,5.521371429,3.29E-01,1.54E-01,100,100,100
2023-11-29 22:00,0.0000923,29.39444444,0.004062941,110.9375,0.640137143,0.136450286,2.592555429,6.59E-02,3.680914286,5.521371429,3.29E-01,1.54E-01,100,100,100
2023-11-29 23:00,0.0000923,28.94444444,0.004096825,108.5416667,0.640137143,0.136450286,2.592555429,6.59E-02,3.680914286,5.521371429,3.29E-01,1.54E-01,100,100,100
2023-11-30 00:00,0.0000452,28.50888889,0.004130181,105.2083333,0.640137143,0.136450286,2.592555429,6.59E-02,3.680914286,5.521371429,3.29E-01,1.54E-01,100,100,100
2023-11-30 01:00,0.0000452,28.03333333,0.004167211,110.3125,0.640137143,0.136450286,2.592555429,6.59E-02,3.680914286,5.521371429,3.29E-01,1.54E-01,100,100,100
2023-11-30 02:00,0.0000452,27.68333333,0.004112485,113.8541667,0.640137143,0.136450286,2.592555429,6.59E-02,3.680914286,5.521371429,3.29E-01,1.54E-01,100,100,100
2023-11-30 03:00,0.0000452,27.38111111,0.004219087,118.2291667,0.640137143,0.136450286,2.592555429,6.59E-02,3.680914286,5.521371429,3.29E-01,1.54E-01,100,100,100
