time,temp,salt,OXY_oxy,NIT_amm,NIT_no2,NIT_nit,PHS_frp,OGM_pon,OGM_don,OGM_pop,OGM_dop,TOT_tn,TOT_tp
2023-11-27 24:00:00,   29.610000,    0.045000,    1.190000,    5.230000,    0.404000,   17.668000,    0.151000,   21.020000,   38.900000,    0.677000,    0.254000,    0.000000,    0.000000
2023-11-28 19:00:00,   29.642798,    0.045000,    0.000000,    4.254493,    0.524838,   12.574570,    0.151068,   21.045801,   38.891092,    0.825877,    0.261769,   94.968000,   18.107000
2023-11-28 20:00:00,   29.620782,    0.045000,    0.000000,    3.442891,    0.524745,    8.185773,    0.151126,   21.115172,   38.886112,    0.974520,    0.269534,   94.725638,   18.263715
2023-11-28 21:00:00,   29.590902,    0.045000,    0.000000,    2.495478,    0.524669,    4.563985,    0.151186,   21.222751,   38.883161,    1.122843,    0.277280,   94.721010,   18.420014
2023-11-28 22:00:00,   29.561114,    0.045000,    0.000000,    1.380438,    0.524615,    1.813936,    0.151247,   21.363241,   38.881964,    1.270732,    0.285003,   94.717349,   18.564370
2023-11-28 23:00:00,   29.531418,    0.045000,    0.000000,    0.153522,    0.524585,    0.150882,    0.151310,   21.530955,   38.882218,    1.418156,    0.292700,   94.720179,   18.704406
2023-11-28 25:00:00,   29.501814,    0.045000,    0.000000,    0.000000,    0.524581,    0.000000,    0.151374,   21.717663,   38.883515,    1.565009,    0.300367,   96.457879,   18.876528
2023-11-29 01:00:00,   29.472476,    0.045000,    0.000000,    0.008559,    0.524581,    0.000000,    0.151441,   21.907581,   38.884996,    1.711332,    0.308006,   95.146491,   18.967172
2023-11-29 02:00:00,   29.443228,    0.045000,    0.000000,    0.000000,    0.524581,    0.000000,    0.151508,   22.096315,   38.886427,    1.857132,    0.315616,   95.227913,   19.098653
2023-11-29 03:00:00,   29.414071,    0.045000,    0.000000,    0.008525,    0.524581,    0.000000,    0.151577,   22.284249,   38.887828,    2.002417,    0.323198,   95.334209,   19.230002
2023-11-29 04:00:00,   29.385004,    0.045000,    0.000000,    0.000000,    0.524581,    0.000000,    0.151648,   22.471436,   38.889198,    2.147191,    0.330751,   95.452942,   19.361083
2023-11-29 05:00:00,   29.356027,    0.045000,    0.000000,    0.008493,    0.524581,    0.000000,    0.151720,   22.658211,   38.890553,    2.291458,    0.338278,   95.592724,   19.491762
2023-11-29 06:00:00,   29.327139,    0.045000,    0.000000,    0.000000,    0.524581,    0.000000,    0.151794,   22.844267,   38.891886,    2.434975,    0.345766,   95.726900,   19.600104
2023-11-29 07:00:00,   29.306079,    0.045000,    0.000000,    0.008465,    0.524581,    0.000000,    0.151869,   23.030140,   38.894240,    2.577842,    0.353592,   95.875899,   19.705335
2023-11-29 08:00:00,   29.442027,    0.045000,    0.000000,    0.000000,    0.524580,    0.000000,    0.151947,   23.218169,   38.910093,    2.721705,    0.364834,   96.032127,   19.811682
2023-11-29 09:00:00,   29.851288,    0.045000,    0.000000,    0.008787,    0.524580,    0.000000,    0.152029,   23.412700,   38.930820,    2.869484,    0.376934,   96.202926,   19.923694
2023-11-29 10:00:00,   30.444697,    0.044185,    3.448539,    0.024831,    0.138078,    6.471664,    0.151530,   24.180409,   38.239398,    2.904554,    0.381050,  121.683064,   18.834481
2023-11-29 11:00:00,   30.719511,    0.044185,    2.745591,    0.023419,    0.121004,    4.757009,    0.151668,   24.543752,   38.281030,    3.051096,    0.393058,  121.704633,   18.990080
2023-11-29 12:00:00,   31.497660,    0.044185,    1.991409,    0.021657,    0.109125,    3.263422,    0.151809,   24.941817,   38.327543,    3.206162,    0.405618,  121.718992,   19.148111
2023-11-29 13:00:00,   32.317378,    0.044185,    1.168300,    0.019054,    0.101266,    1.991070,    0.151951,   25.376453,   38.379062,    3.370742,    0.418754,  121.735780,   19.314487
2023-11-29 14:00:00,   33.122665,    0.044185,    0.262999,    0.015132,    0.096837,    0.950609,    0.152092,   25.848104,   38.435472,    3.545235,    0.432437,  121.800088,   19.490149
2023-11-29 15:00:00,   33.828980,    0.044185,    0.000000,    0.010585,    0.095810,    0.239858,    0.152225,   26.352887,   38.496273,    3.728906,    0.446573,  121.864463,   19.675398
2023-11-29 16:00:00,   34.390719,    0.044185,    0.000000,    0.008556,    0.095810,    0.000000,    0.152362,   26.882849,   38.559253,    3.920206,    0.461028,  121.928727,   19.869340
2023-11-29 17:00:00,   34.849181,    0.044185,    0.000000,    0.008999,    0.095810,    0.000000,    0.152508,   27.429515,   38.622612,    4.117948,    0.475709,  122.020504,   20.070250
2023-11-29 18:00:00,   35.108013,    0.044185,    0.000000,    0.008678,    0.095810,    0.000000,    0.152662,   27.981360,   38.685398,    4.319388,    0.490495,  122.087953,   20.276805
2023-11-29 19:00:00,   35.170898,    0.044185,    0.000000,    0.008461,    0.095810,    0.000000,    0.152820,   28.529617,   38.730467,    4.521673,    0.504107,  122.156064,   20.486096
2023-11-29 20:00:00,   35.144780,    0.044185,    0.000000,    0.008346,    0.095810,    0.000000,    0.152983,   29.070574,   38.749684,    4.723478,    0.515059,  122.223859,   20.693950
2023-11-29 21:00:00,   35.110187,    0.044185,    0.000000,    0.008484,    0.095810,    0.000000,    0.153149,   29.604245,   38.765286,    4.924664,    0.525477,  122.290854,   20.897525
2023-11-29 22:00:00,   35.075685,    0.044185,    0.000000,    0.008537,    0.095810,    0.000000,    0.153318,   30.130783,   38.780533,    5.125218,    0.535859,  122.356977,   21.098777
2023-11-29 23:00:00,   35.041274,    0.044185,    0.000000,    0.008631,    0.095810,    0.000000,    0.153490,   30.650696,   38.795420,    5.324595,    0.546182,  122.406207,   21.267098
2023-11-29 25:00:00,   34.978324,    0.043613,   10.894710,    0.120871,    0.096740,    0.215888,    2.892672,   31.135567,   38.977713,    5.407706,    0.594853,  108.339989,   22.222918
2023-11-30 01:00:00,   34.948946,    0.043613,    8.158557,    0.000000,    0.103081,    0.020557,    2.893101,   31.618492,   38.975911,    5.593023,    0.604192,  120.730632,   23.358567
2023-11-30 02:00:00,   34.919636,    0.043613,    5.546374,    0.025150,    0.068040,    0.025278,    2.893490,   32.099202,   38.976740,    5.777056,    0.613501,  120.823548,   23.488027
2023-11-30 03:00:00,   34.890392,    0.043613,    3.008131,    0.004772,    0.057240,    0.005946,    2.893834,   32.573809,   38.980356,    5.959787,    0.622786,  120.891549,   23.614833
2023-11-30 04:00:00,   34.861215,    0.043613,    0.541616,    0.015230,    0.050515,    0.004564,    2.894121,   33.042831,   38.987296,    6.141201,    0.632057,  120.932237,   23.739070
2023-11-30 05:00:00,   34.859815,    0.044136,   10.704844,    0.019742,    0.022238,    0.015551,    0.681667,   34.433545,   38.481560,    6.248446,    0.597020,  123.841990,   20.011466
2023-11-30 06:00:00,   34.678863,    0.044146,    9.255614,    0.019889,    0.020311,    0.012142,    0.682095,   34.877649,   38.479558,    6.400242,    0.604807,  123.786251,   20.084905
2023-11-30 07:00:00,   34.510272,    0.044155,    8.284122,    0.019643,    0.019381,    0.010016,    0.682507,   35.309524,   38.481232,    6.548891,    0.612923,  123.728530,   20.155811
2023-11-30 08:00:00,   34.544200,    0.044164,    9.426683,    0.019880,    0.018750,    0.009446,    0.682926,   35.736715,   38.519447,    6.696723,    0.624445,  123.669582,   20.225461
2023-11-30 09:00:00,   34.639622,    0.044164,    8.639864,    0.019171,    0.018445,    0.008171,    0.683344,   36.186166,   38.553456,    6.850881,    0.635462,  123.718811,   20.389943
2023-11-30 10:00:00,   35.256221,    0.044164,    7.763737,    0.019812,    0.017990,    0.007127,    0.683772,   36.653664,   38.587585,    7.012211,    0.646734,  123.767920,   20.555375
2023-11-30 11:00:00,   35.354697,    0.044164,    6.885229,    0.018891,    0.017848,    0.006027,    0.684194,   37.119671,   38.621920,    7.174714,    0.658036,  123.819113,   20.727944
2023-11-30 12:00:00,   36.398658,    0.044164,    5.786886,    0.021126,    0.017460,    0.005459,    0.684635,   37.621226,   38.655269,    7.350228,    0.669670,  123.870003,   20.901279
2023-11-30 13:00:00,   37.485137,    0.044164,    4.357286,    0.024479,    0.017594,    0.005190,    0.685089,   38.162403,   38.685521,    7.540393,    0.681442,  123.924579,   21.087428
2023-11-30 14:00:00,   38.568041,    0.044164,    2.476221,    0.030916,    0.018014,    0.005338,    0.685541,   38.745612,   38.710248,    7.746382,    0.693283,  123.982325,   21.287724
2023-11-30 15:00:00,   39.564950,    0.044164,    0.029733,    0.043899,    0.018428,    0.005997,    0.685958,   39.369132,   38.727252,    7.968100,    0.705083,  124.043683,   21.503162
2023-11-30 16:00:00,   40.238221,    0.044164,    0.000000,    0.061594,    0.018406,    0.006015,    0.686282,   40.017536,   38.743651,    8.200725,    0.717001,  124.093948,   21.714548
2023-11-30 17:00:00,   40.781722,    0.044164,    0.000000,    0.079923,    0.018406,    0.006010,    0.686621,   40.683621,   38.760396,    8.442412,    0.729379,  124.146825,   21.934797
2023-11-30 18:00:00,   40.951217,    0.044164,    0.000000,    0.098472,    0.018406,    0.006005,    0.686970,   41.346814,   38.776772,    8.686605,    0.741881,  124.200593,   22.162613
2023-11-30 19:00:00,   41.162578,    0.044357,   34.387462,    0.035781,    0.063147,    0.291542,    0.691399,   42.070563,   38.556705,    8.921163,    0.748407,  123.154988,   21.564937
2023-11-30 20:00:00,   40.833397,    0.044377,   34.942806,    0.042142,    0.018796,    0.390230,    0.692611,   42.647317,   38.530106,    9.137373,    0.758955,  123.083346,   21.723582
2023-11-30 21:00:00,   40.470376,    0.044396,   35.415562,    0.036595,    0.053959,    0.419531,    0.693812,   43.194386,   38.503369,    9.346063,    0.769126,  123.093579,   21.875485
2023-11-30 22:00:00,   40.074928,    0.044414,   34.090218,    0.039715,    0.026069,    0.501176,    0.694986,   43.712144,   38.477228,    9.546985,    0.778922,  123.022474,   22.020304
2023-11-30 23:00:00,   39.615491,    0.044433,   32.692786,    0.032336,    0.044319,    0.483671,    0.696125,   44.199678,   38.451868,    9.739465,    0.788313,  123.013083,   22.157766
