time,temp,salt,OXY_oxy,NIT_amm,NIT_no2,NIT_nit,PHS_frp,OGM_pon,OGM_don,OGM_pop,OGM_dop,TOT_tn,TOT_tp
2023-11-27 24:00:00,   29.610000,    0.045000,    1.190000,    5.230000,    0.404000,   17.668000,    0.151000,   21.020000,   38.900000,    0.677000,    0.254000,    0.000000,    0.000000
2023-11-28 19:00:00,   29.564059,    0.045000,    0.000000,    4.482648,    0.524838,   12.586174,    0.151360,   21.045647,   38.891139,    0.825031,    0.261724,   94.968000,   18.107000
2023-11-28 20:00:00,   29.460313,    0.045000,    0.000000,    6.792359,    0.524742,    8.217304,    0.156010,   21.114105,   38.886204,    0.971955,    0.269400,   94.841343,   18.262969
2023-11-28 21:00:00,   29.347520,    0.045000,    0.000000,    6.195024,    0.524655,    4.624356,    0.156635,   21.219576,   38.883282,    1.117685,    0.277011,   95.249783,   18.418227
2023-11-28 22:00:00,   29.235986,    0.045000,    0.000000,    5.360614,    0.524581,    1.905229,    0.157257,   21.356672,   38.882090,    1.262245,    0.284560,   95.655514,   18.572223
2023-11-28 23:00:00,   29.125698,    0.045000,    0.000000,    4.207869,    0.524525,    0.262167,    0.157876,   21.519908,   38.882336,    1.405656,    0.292047,   96.058391,   18.724982
2023-11-28 25:00:00,   29.016642,    0.045000,    0.000000,    0.330022,    0.524494,    0.000000,    0.154472,   21.702981,   38.883688,    1.547941,    0.299474,   96.457879,   18.876528
2023-11-29 01:00:00,   28.909457,    0.045000,    0.000000,    2.780628,    0.524487,    0.000000,    0.159109,   21.897320,   38.885692,    1.689126,    0.306841,   97.139573,   19.026885
2023-11-29 02:00:00,   28.803470,    0.045000,    0.000000,    2.790940,    0.524480,    0.000000,    0.159722,   22.092849,   38.887817,    1.829235,    0.314151,   97.781466,   19.176081
2023-11-29 03:00:00,   28.698666,    0.045000,    0.000000,    2.783943,    0.524473,    0.000000,    0.160332,   22.289257,   38.890047,    1.968286,    0.321404,   98.394842,   19.324137
2023-11-29 04:00:00,   28.595032,    0.045000,    0.000000,    2.779619,    0.524466,    0.000000,    0.160940,   22.486458,   38.892376,    2.106300,    0.328601,   98.993246,   19.471072
2023-11-29 05:00:00,   28.492555,    0.045000,    0.000000,    2.774810,    0.524459,    0.000000,    0.161546,   22.684323,   38.894797,    2.243297,    0.335744,   99.574956,   19.616902
2023-11-29 06:00:00,   28.391223,    0.045000,    0.000000,    2.769977,    0.524452,    0.000000,    0.162150,   22.882738,   38.897303,    2.379294,    0.342833,  100.140720,   19.761645
2023-11-29 07:00:00,   28.291220,    0.045000,    0.000000,    2.765092,    0.524445,    0.000000,    0.162752,   23.081597,   38.899949,    2.514313,    0.349888,  100.690862,   19.905314
2023-11-29 08:00:00,   28.196298,    0.045000,    0.000000,    2.760761,    0.524438,    0.000000,    0.163353,   23.280860,   38.903951,    2.648409,    0.357285,  101.225830,   20.047968
2023-11-29 09:00:00,   28.109155,    0.045000,    0.000000,    2.756620,    0.524431,    0.000000,    0.163953,   23.480519,   38.911491,    2.781663,    0.365687,  101.746199,   20.190444
2023-11-29 10:00:00,   28.029363,    0.045000,    0.000000,    2.752209,    0.524424,    0.000000,    0.164555,   23.680564,   38.923212,    2.914152,    0.375256,  102.253336,   20.333257
2023-11-29 11:00:00,   27.942711,    0.045000,    0.000000,    2.745534,    0.524417,    0.000000,    0.165153,   23.880779,   38.937479,    3.045814,    0.385151,  102.748802,   20.475685
2023-11-29 12:00:00,   27.873857,    0.045000,    0.000000,    2.741072,    0.524410,    0.000000,    0.165755,   24.081361,   38.953204,    3.176824,    0.395042,  103.233262,   20.617420
2023-11-29 13:00:00,   27.806492,    0.045000,    0.000000,    2.736274,    0.524403,    0.000000,    0.166356,   24.282253,   38.969384,    3.307196,    0.404779,  103.708287,   20.758440
2023-11-29 14:00:00,   27.738769,    0.045000,    0.000000,    2.731251,    0.524395,    0.000000,    0.166957,   24.483384,   38.985314,    3.436931,    0.414330,  104.174611,   20.898599
2023-11-29 15:00:00,   27.668138,    0.045000,    0.000000,    2.725780,    0.524388,    0.000000,    0.167556,   24.684647,   39.000174,    3.566003,    0.423575,  104.632495,   21.037774
2023-11-29 16:00:00,   27.593444,    0.045000,    0.000000,    2.719971,    0.524381,    0.000000,    0.168153,   24.885925,   39.013421,    3.694376,    0.432524,  105.081991,   21.175798
2023-11-29 17:00:00,   27.516153,    0.045000,    0.000000,    2.714204,    0.524374,    0.000000,    0.168748,   25.087124,   39.025216,    3.822028,    0.441290,  105.522804,   21.312511
2023-11-29 18:00:00,   27.433808,    0.045000,    0.000000,    2.707887,    0.524367,    0.000000,    0.169341,   25.288111,   39.034955,    3.948914,    0.449601,  105.954660,   21.447885
2023-11-29 19:00:00,   27.346900,    0.045000,    0.000000,    2.701536,    0.524360,    0.000000,    0.169930,   25.488770,   39.041764,    4.074995,    0.457177,  106.377256,   21.581346
2023-11-29 20:00:00,   27.258575,    0.045000,    0.000000,    2.695663,    0.524353,    0.000000,    0.170518,   25.689038,   39.046006,    4.200259,    0.463971,  106.790040,   21.712586
2023-11-29 21:00:00,   27.171013,    0.045000,    0.000000,    2.690090,    0.524345,    0.000000,    0.171103,   25.888875,   39.049326,    4.324717,    0.470454,  107.192540,   21.842118
2023-11-29 22:00:00,   27.084427,    0.045000,    0.000000,    2.684499,    0.524338,    0.000000,    0.171687,   26.088236,   39.052584,    4.448378,    0.476870,  107.584835,   21.970331
2023-11-29 23:00:00,   26.998808,    0.045000,    0.000000,    2.678861,    0.524331,    0.000000,    0.172269,   26.287081,   39.055862,    4.571253,    0.483243,  107.967203,   22.097263
2023-11-29 25:00:00,   26.914144,    0.045000,    0.000000,    0.330958,    0.524324,    0.000000,    0.169333,   26.483641,   39.059146,    4.693428,    0.489573,  108.339989,   22.222918
2023-11-30 01:00:00,   26.855162,    0.045000,    0.000000,    0.862645,    0.524317,    0.000000,    0.170771,   26.682589,   39.062468,    4.814940,    0.495875,  108.689571,   22.344890
2023-11-30 02:00:00,   26.796472,    0.045000,    0.000000,    1.010425,    0.524298,    0.000000,    0.172203,   26.881449,   39.065817,    4.935920,    0.502149,  109.590538,   22.471411
2023-11-30 03:00:00,   26.738073,    0.045000,    0.000000,    1.101105,    0.524276,    0.000000,    0.173628,   27.082528,   39.069313,    5.056371,    0.508393,  110.486624,   22.597089
2023-11-30 04:00:00,   26.679963,    0.045000,    0.000000,    1.173366,    0.524252,    0.000000,    0.175049,   27.286122,   39.072971,    5.176295,    0.514609,  111.376470,   22.721913
2023-11-30 05:00:00,   26.622142,    0.045000,    0.000000,    1.239853,    0.524226,    0.000000,    0.176463,   27.492290,   39.076794,    5.295693,    0.520797,  112.260400,   22.845879
2023-11-30 06:00:00,   26.564607,    0.045000,    0.000000,    1.305626,    0.524199,    0.000000,    0.177872,   27.701007,   39.080781,    5.414569,    0.526956,  113.138189,   22.968981
2023-11-30 07:00:00,   26.507368,    0.045000,    0.000000,    1.372983,    0.524170,    0.000000,    0.179275,   27.912221,   39.084942,    5.532922,    0.533090,  114.009901,   23.091215
2023-11-30 08:00:00,   26.450612,    0.045000,    0.000000,    1.443089,    0.524140,    0.000000,    0.180673,   28.125869,   39.089503,    5.650758,    0.539257,  114.875512,   23.212581
2023-11-30 09:00:00,   26.394622,    0.045000,    0.000000,    1.516488,    0.524109,    0.000000,    0.182066,   28.341886,   39.094805,    5.768082,    0.545542,  115.735037,   23.333137
2023-11-30 10:00:00,   26.310838,    0.045000,    0.000000,    0.018116,    0.524385,    0.000000,    0.167092,   27.475852,   39.064908,    5.935922,    0.563643,  105.463417,   23.284400
2023-11-30 11:00:00,   26.230895,    0.045000,    0.000000,    3.381045,    0.524384,    0.000000,    0.172184,   27.646124,   39.070825,    6.050186,    0.570801,  105.515595,   23.405939
2023-11-30 12:00:00,   26.128988,    0.045000,    0.000000,    3.942100,    0.524345,    0.000000,    0.174890,   27.815300,   39.077327,    6.163972,    0.578107,  107.336981,   23.501081
2023-11-30 13:00:00,   26.028664,    0.045000,    0.000000,    4.386383,    0.524294,    0.000000,    0.177580,   27.988956,   39.084152,    6.276755,    0.585287,  109.121032,   23.594878
2023-11-30 14:00:00,   25.929349,    0.045000,    0.000000,    4.783160,    0.524232,    0.000000,    0.180256,   28.167554,   39.091239,    6.388553,    0.592347,  110.884950,   23.687314
2023-11-30 15:00:00,   25.830129,    0.045000,    0.000000,    5.161878,    0.524162,    0.000000,    0.182917,   28.351153,   39.098318,    6.499374,    0.599228,  112.627270,   23.778399
2023-11-30 16:00:00,   25.728520,    0.045000,    0.000000,    5.537915,    0.524083,    0.000000,    0.185562,   28.539602,   39.104564,    6.609208,    0.605730,  114.347317,   23.868118
2023-11-30 17:00:00,   25.624604,    0.045000,    0.000000,    5.921237,    0.523996,    0.000000,    0.188191,   28.732661,   39.110215,    6.718046,    0.611908,  116.044540,   23.956142
2023-11-30 18:00:00,   25.519599,    0.045000,    0.000000,    6.317990,    0.523900,    0.000000,    0.190805,   28.930050,   39.114848,    6.825887,    0.617665,  117.718657,   24.042631
2023-11-30 19:00:00,   25.415761,    0.045000,    0.000000,    6.732821,    0.523796,    0.000000,    0.193403,   29.131497,   39.119496,    6.932750,    0.623297,  119.369575,   24.127486
2023-11-30 20:00:00,   25.312324,    0.045000,    0.000000,    7.167931,    0.523682,    0.000000,    0.195987,   29.336696,   39.123871,    7.038646,    0.628738,  120.997534,   24.211075
2023-11-30 21:00:00,   25.210279,    0.045000,    0.000000,    7.625233,    0.523558,    0.000000,    0.198555,   29.545353,   39.128376,    7.143593,    0.634101,  122.602728,   24.293321
2023-11-30 22:00:00,   25.109648,    0.045000,    0.000000,    8.105640,    0.523425,    0.000000,    0.201110,   29.757170,   39.133090,    7.247609,    0.639412,  124.185524,   24.374376
2023-11-30 23:00:00,   25.010413,    0.045000,    0.000000,    8.609644,    0.523280,    0.000000,    0.203649,   29.971856,   39.138001,    7.350713,    0.644672,  125.746278,   24.454270
2023-11-30 25:00:00,   27.813088,    0.045000,    0.000000,    0.000000,    0.524576,    0.000000,    0.156498,   30.317011,   39.169691,    8.068435,    0.703151,  154.848873,   24.993458
2023-12-01 01:00:00,   27.678625,    0.045000,    0.000000,    2.992809,    0.524576,    0.000000,    0.161032,   30.494474,   39.169759,    8.189138,    0.709125,  100.484263,   24.319472
2023-12-01 02:00:00,   27.545583,    0.045000,    0.000000,    3.396504,    0.524533,    0.000000,    0.164056,   30.654518,   39.169773,    8.306540,    0.715038,  102.534430,   24.410144
2023-12-01 03:00:00,   27.413946,    0.045000,    0.000000,    3.759972,    0.524480,    0.000000,    0.167060,   30.821711,   39.170216,    8.422622,    0.720879,  104.523599,   24.498156
2023-12-01 04:00:00,   27.283702,    0.045000,    0.000000,    4.122547,    0.524420,    0.000000,    0.170043,   30.996028,   39.171087,    8.537401,    0.726648,  106.491148,   24.583581
2023-12-01 05:00:00,   27.154833,    0.045000,    0.000000,    4.501181,    0.524351,    0.000000,    0.173006,   31.177195,   39.172371,    8.650891,    0.732346,  108.437299,   24.666493
2023-12-01 06:00:00,   27.027327,    0.045000,    0.000000,    4.905009,    0.524274,    0.000000,    0.175949,   31.364847,   39.174049,    8.763108,    0.737974,  110.362247,   24.746962
2023-12-01 07:00:00,   26.901213,    0.045000,    0.000000,    5.339532,    0.524188,    0.000000,    0.178872,   31.558573,   39.176112,    8.874069,    0.743537,  112.266208,   24.825059
2023-12-01 08:00:00,   26.777412,    0.045000,    0.000000,    5.808316,    0.524093,    0.000000,    0.181777,   31.757961,   39.178843,    8.983797,    0.749137,  114.149420,   24.900854
