time,flow,temp,salt,NIT_amm,NIT_no2,NIT_nit,PHS_frp,OGM_pon,OGM_don,OGM_pop,OGM_dop,TOT_tn,TOT_tp
2024-03-08 00:00:00,118005.716977,   22.925225,    0.000956,   15.047459,    1.739051,    1.998477,   19.402008,   23.549138,   15.094410,    0.887548,    0.375009,    0.000000,    0.000000
2024-03-09 00:00:00,127413.556565,   23.191685,    0.001113,    0.008614,    0.007915,   30.907904,   12.512459,   15.277214,   11.818808,    0.678853,    0.297957,    0.000000,    0.000000
2024-03-10 00:00:00,144135.927716,   22.705204,    0.001719,   10.150190,    1.974522,   17.329873,   11.517491,   23.578951,   12.690427,    0.761213,    0.322173,    0.000000,    0.000000
2024-03-11 00:00:00,115470.268642,   25.758261,    0.000949,    0.806705,    0.058658,    4.924489,   30.897396,   19.151342,   25.539267,    1.634020,    0.758474,    0.000000,    0.000000
2024-03-12 00:00:00,68239.002435,   23.642214,    0.000949,    7.240317,    1.796014,   40.513036,   32.555502,   25.019503,   25.725800,    1.653933,    0.750964,    0.000000,    0.000000
2024-03-13 00:00:00,45431.180286,   24.448508,    0.002303,   24.936307,    1.598165,   33.493720,   16.022784,   23.915583,   16.864914,    1.059325,    0.469629,    0.000000,    0.000000
2024-03-14 00:00:00,25007.062269,   23.609926,    0.002545,   19.113058,    1.836511,   25.043577,   14.602050,   32.359608,   16.375971,    0.974093,    0.416108,    0.000000,    0.000000
2024-03-15 00:00:00,11095.391952,   22.183088,    0.002561,   29.757556,    1.480977,   17.788364,   16.134376,   40.874392,   17.148595,    0.984887,    0.409027,    0.000000,    0.000000
2024-03-16 00:00:00,11149.994005,   20.452105,    0.002562,   63.596637,    1.079911,    9.640604,   17.413943,   49.055002,   17.583070,    1.002729,    0.408047,    0.000000,    0.000000
2024-03-17 00:00:00,20797.404763,   20.677504,    0.001665,   56.420260,    1.133309,    4.006963,   20.037864,   47.384221,   16.639852,    0.890738,    0.348418,    0.000000,    0.000000
2024-03-18 00:00:00,31895.687841,   20.825589,    0.001736,   66.082170,    1.036619,    5.208626,   20.833126,   51.232589,   16.925205,    0.897983,    0.345022,    0.000000,    0.000000
2024-03-19 00:00:00,31006.372610,   21.076227,    0.001744,   32.298500,    0.797026,    3.523888,   23.273300,   56.000176,   17.899533,    0.926992,    0.338289,    0.000000,    0.000000
2024-03-20 00:00:00,23589.829944,   20.126815,    0.002511,   60.590308,    2.805110,   30.642563,   16.246541,   45.109550,   15.854331,    0.869768,    0.342737,    0.000000,    0.000000
2024-03-21 00:00:00,14002.497431,   19.823054,    0.001873,   34.078683,    2.691156,   35.901604,   17.129575,   40.907495,   14.965104,    0.804848,    0.313389,    0.000000,    0.000000
2024-03-22 00:00:00, 7389.082193,   19.155217,    0.002410,   50.542486,    2.859779,   41.703197,   16.773171,   49.042865,   16.112224,    0.868883,    0.332816,    0.000000,    0.000000
2024-03-23 00:00:00,38012.865535,   19.192223,    0.002445,   40.040028,    4.481158,   29.440635,   18.390918,   55.304461,   16.977717,    0.892685,    0.330763,    0.000000,    0.000000
2024-03-24 00:00:00,54378.592945,   20.351392,    0.001760,   33.504424,    1.833612,   27.438972,   20.016253,   44.796910,   15.730892,    0.876853,    0.337007,    0.000000,    0.000000
2024-03-25 00:00:00,39984.814570,   18.924679,    0.001718,   66.591289,    1.039521,   21.898265,   21.015510,   50.185598,   15.959431,    0.893496,    0.337428,    0.000000,    0.000000
2024-03-26 00:00:00,23650.039708,   19.644278,    0.002382,   47.554877,    1.827166,   22.937863,   17.946777,   48.525948,   16.655345,    0.929906,    0.370836,    0.000000,    0.000000
2024-03-27 00:00:00,23789.114194,   20.673263,    0.001580,   21.451892,    1.480269,    9.781676,   17.842941,   39.169795,   14.496874,    0.802422,    0.320975,    0.000000,    0.000000
2024-03-28 00:00:00,29146.997784,   18.914185,    0.001556,   56.869680,    1.370515,    4.891839,   18.802844,   45.157542,   14.754202,    0.816123,    0.319455,    0.000000,    0.000000
2024-03-29 00:00:00,55439.947797,   18.874593,    0.001544,   53.766083,    1.311960,   11.626675,   20.652078,   49.668965,   15.431672,    0.847420,    0.315826,    0.000000,    0.000000
2024-03-30 00:00:00,74160.851729,   26.843858,    0.002337,    0.934337,    0.213701,    3.728752,   10.339350,   15.124113,   14.020012,    0.942712,    0.429687,    0.000000,    0.000000
2024-03-31 00:00:00,62211.030747,   24.082992,    0.002337,    0.000000,    0.685982,   30.880650,   12.112283,   22.465388,   14.657719,    0.968840,    0.424784,    0.000000,    0.000000
2024-04-01 00:00:00,46054.077038,   20.771584,    0.002337,   41.755769,    2.121159,   33.572121,   13.504895,   30.940043,   15.090005,    0.989843,    0.423608,    0.000000,    0.000000
2024-04-02 00:00:00,41475.304552,   20.459509,    0.002337,   43.621520,    1.367617,   31.333632,   14.985828,   40.046834,   15.996154,    1.007359,    0.422362,    0.000000,    0.000000
2024-04-03 00:00:00,34580.353722,   20.514943,    0.001451,   34.765378,    2.013453,   11.231451,   16.865160,   36.794755,   14.900891,    0.812387,    0.329448,    0.000000,    0.000000
2024-04-04 00:00:00,21976.361627,   18.927366,    0.001433,   64.564743,    1.425972,    5.866940,   18.000049,   44.127852,   15.329704,    0.828308,    0.327816,    0.000000,    0.000000
2024-04-05 00:00:00,13053.557710,   19.001545,    0.002426,   56.081549,    1.081888,   28.625305,   16.026150,   48.762147,   16.484220,    0.941377,    0.381141,    0.000000,    0.000000
2024-04-06 00:00:00, 6363.338859,   19.017531,    0.001680,   30.108405,    1.607150,   19.813754,   19.270549,   42.470863,   15.939516,    0.870336,    0.344796,    0.000000,    0.000000
2024-04-07 00:00:00, 1079.603955,   17.464416,    0.001658,   61.442356,    1.096474,   12.353710,   20.289031,   48.156262,   16.203668,    0.883384,    0.343541,    0.000000,    0.000000
2024-04-08 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2024-04-09 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2024-04-10 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
